size,price
48.0,45000.0
32.0,22500.0
90.0,50000.0
77.0,62000.0
48.0,30000.0
65.0,65000.0
50.0,37000.0
73.0,34000.0
67.0,32000.0
107.0,100000.0
132.0,65000.0
52.0,40000.0
63.0,42000.0
78.0,53000.0
90.0,75000.0
235.0,140000.0
135.0,95000.0
38.0,26000.0
80.0,90000.0
38.0,22500.0
48.0,29400.0
80.0,40000.0
113.0,63000.0
56.0,32200.0
61.0,75000.0
48.0,31500.0
65.0,34998.0
117.0,135000.0
56.0,33500.0
56.0,32900.0
70.0,36000.0
75.0,55000.0
72.0,45000.0
55.0,39000.0
50.0,28500.0
54.0,34000.0
67.0,45000.0
112.0,77000.0
145.0,160000.0
78.0,39000.0
50.0,44600.0
52.0,28500.0
59.0,30000.0
30.0,22300.0
60.0,30500.0
70.0,56000.0
54.0,38000.0
53.0,62000.0
51.0,33500.0
65.0,51000.0
78.0,32000.0
70.0,66000.0
65.0,75000.0
86.0,39500.0
58.41,23477.0
39.0,27500.0
70.0,68000.0
110.0,125000.0
52.0,63000.0
50.0,32000.0
65.0,49000.0
82.0,120000.0
103.0,103000.0
70.0,56000.0
50.0,36000.0
62.0,42000.0
53.0,46000.0
72.0,65000.0
88.0,73000.0
35.0,33000.0
93.0,46500.0
60.0,33500.0
103.0,96000.0
265.0,198750.0
70.0,65000.0
115.0,135000.0
91.62,49000.0
100.0,100000.0
120.0,135000.0
85.0,82000.0
85.0,74000.0
58.1,25907.0
90.0,75000.0
82.57,67000.0
40.52,22000.0
115.0,100000.0
56.0,30000.0
68.4,58500.0
67.0,51000.0
57.0,31000.0
57.0,67000.0
116.0,87000.0
35.0,23500.0
72.0,39500.0
55.0,30500.0
38.0,32000.0
30.0,25000.0
49.0,32500.0
100.0,85000.0
70.0,40400.0
64.0,55708.0
100.0,44900.0
41.0,38000.0
80.0,47000.0
30.0,40500.0
52.0,46500.0
62.0,62000.0
51.0,53000.0
126.0,155000.0
82.0,69900.0
50.0,37500.0
82.0,85000.0
88.0,55000.0
85.0,74000.0
27.0,19500.0
68.0,36200.0
70.0,41500.0
46.0,36500.0
140.0,84000.0
96.0,75000.0
65.0,42000.0
98.0,75000.0
90.0,62000.0
90.0,102000.0
90.0,105000.0
125.0,165000.0
60.0,63000.0
60.0,43000.0
65.0,76000.0
65.0,46500.0
45.0,31000.0
66.0,36000.0
46.0,36000.0
56.0,34500.0
78.0,55000.0
72.0,45000.0
48.0,38000.0
56.0,27000.0
65.0,33000.0
75.0,110000.0
120.0,135000.0
46.0,42000.0
63.0,59999.0
37.0,26500.0
104.0,78500.0
53.0,46500.0
85.0,85000.0
82.0,75000.0
82.0,47500.0
70.0,63000.0
61.0,52500.0
65.0,65000.0
34.0,21600.0
32.0,20000.0
56.0,33500.0
36.0,24500.0
32.0,26500.0
46.0,35500.0
60.0,35000.0
56.0,39500.0
56.0,32500.0
84.0,37800.0
42.0,27500.0
42.0,25000.0
42.0,29500.0
61.0,51500.0
45.0,28500.0
60.0,65000.0
75.0,85000.0
50.0,40000.0
42.0,35000.0
80.0,85999.0
155.0,130000.0
52.0,74000.0
130.0,75000.0
111.0,110000.0
75.0,92000.0
68.0,82000.0
116.0,87000.0
48.0,42000.0
30.0,26700.0
72.0,80000.0
50.0,65000.0
98.0,75000.0
52.0,61000.0
62.0,76000.0
70.0,58000.0
100.0,107000.0
50.0,52000.0
92.0,65000.0
120.0,125000.0
42.0,40500.0
55.0,50500.0
34.0,56000.0
58.0,62000.0
50.0,42000.0
131.0,165000.0
75.0,75000.0
70.0,40000.0
55.0,73500.0
90.0,110000.0
60.0,58000.0
65.0,44500.0
70.0,80000.0
46.0,37000.0
50.0,35500.0
70.0,42000.0
60.0,38000.0
57.0,33000.0
125.0,51000.0
50.0,34000.0
90.0,55000.0
56.0,37500.0
59.0,33000.0
95.0,39000.0
96.0,49900.0
48.0,39000.0
45.82,29000.0
51.0,32500.0
70.0,75000.0
37.0,26500.0
69.0,40795.0
84.0,73000.0
69.33,46000.0
86.0,57000.0
48.0,44000.0
138.0,135000.0
42.0,62000.0
105.0,112000.0
80.0,90000.0
80.0,90000.0
54.0,58000.0
75.0,53000.0
55.0,43000.0
27.0,19500.0
50.0,37000.0
58.0,34000.0
45.0,26000.0
45.0,24000.0
58.0,37000.0
74.0,51000.0
80.0,98000.0
110.0,88000.0
70.0,60000.0
80.0,45000.0
100.0,54000.0
110.0,73000.0
46.0,39500.0
78.0,56000.0
48.0,33000.0
99.0,72000.0
29.0,15714.0
65.0,52500.0
50.0,52000.0
80.0,58000.0
54.0,30000.0
90.0,65000.0
50.0,33000.0
91.0,65000.0
61.0,39000.0
101.0,125000.0
74.0,59500.0
72.0,58999.0
90.0,51000.0
65.5,60800.0
73.0,39000.0
50.0,30000.0
40.0,26000.0
40.0,31500.0
44.0,27000.0
60.0,37000.0
59.0,23600.0
47.0,32000.0
80.0,70000.0
80.0,43000.0
78.0,55000.0
60.0,34000.0
42.0,28500.0
42.0,33500.0
55.0,35000.0
42.0,28000.0
55.0,35000.0
50.0,33500.0
44.0,29000.0
70.0,70000.0
36.0,30000.0
52.0,31000.0
75.0,115000.0
75.0,64700.0
50.0,40000.0
78.0,55000.0
61.0,60000.0
48.0,27500.0
42.0,32000.0
80.0,48000.0
42.0,32000.0
98.0,95000.0
70.0,41000.0
75.0,62000.0
130.0,155000.0
120.0,135000.0
56.0,45000.0
70.0,60000.0
98.0,60000.0
100.0,54000.0
121.0,115000.0
58.0,33500.0
92.0,55000.0
80.0,41000.0
72.0,41000.0
41.0,19000.0
83.0,40000.0
72.0,95000.0
60.0,29000.0
76.0,43500.0
38.0,27500.0
27.0,19500.0
58.0,41000.0
80.0,47000.0
80.0,88000.0
36.0,21000.0
40.0,26500.0
52.0,75000.0
65.0,71000.0
48.0,31000.0
85.0,105000.0
59.0,25408.0
32.0,30000.0
65.0,32500.0
68.0,44500.0
72.0,55000.0
65.0,76000.0
183.0,90000.0
50.0,40000.0
130.0,80000.0
42.0,14800.0
96.0,145000.0
88.0,132000.0
84.0,69000.0
85.0,84000.0
60.0,55000.0
77.0,48000.0
60.0,57500.0
135.0,95000.0
97.0,82000.0
82.0,49200.0
40.0,25500.0
130.0,105000.0
64.0,42000.0
72.0,43500.0
26.0,17000.0
100.0,70000.0
72.0,80000.0
62.0,46000.0
75.0,75000.0
35.0,29000.0
41.0,28000.0
39.0,26700.0
94.0,66000.0
70.0,37500.0
80.0,115000.0
50.0,46000.0
90.0,123000.0
42.0,81000.0
90.0,55500.0
121.0,140000.0
80.0,52000.0
30.0,25000.0
70.0,100000.0
105.0,100000.0
72.0,67000.0
70.0,72500.0
105.0,135000.0
55.0,60000.0
72.0,54000.0
40.0,60000.0
132.0,88308.0
68.41,60000.0
97.0,64505.0
59.0,57500.0
97.0,64505.0
62.0,56500.0
97.0,67997.0
46.0,46500.0
45.0,26000.0
140.0,77000.0
39.0,26700.0
125.0,118000.0
43.0,20800.0
72.0,64000.0
150.0,138000.0
75.0,47000.0
97.0,67997.0
42.0,48500.0
116.0,88000.0
97.0,66445.0
68.41,60000.0
43.0,49000.0
132.0,96096.0
132.0,96096.0
97.0,72944.0
110.0,105000.0
97.0,72944.0
96.0,46000.0
97.0,72750.0
37.0,13067.0
97.0,59849.0
97.0,59849.0
57.0,40000.0
126.0,141922.0
55.0,29500.0
57.0,45000.0
97.0,59849.0
97.0,61692.0
68.0,63000.0
24.0,20000.0
80.0,92000.0
100.0,88000.0
82.0,104000.0
65.0,85000.0
88.0,78000.0
90.0,150000.0
105.6,45474.0
70.0,55000.0
43.0,38500.0
115.0,70500.0
80.0,74000.0
42.0,32500.0
42.0,34000.0
40.0,38500.0
83.0,65000.0
56.0,53000.0
115.0,80000.0
97.0,80000.0
120.0,84000.0
200.0,162000.0
75.0,79000.0
76.0,57000.0
54.0,37000.0
72.0,42500.0
40.0,23500.0
60.0,40000.0
63.0,55500.0
120.0,115000.0
100.0,98000.0
120.0,59000.0
105.0,95000.0
94.0,96000.0
75.0,66000.0
83.0,77000.0
75.0,103000.0
105.0,67000.0
40.0,23500.0
60.0,78000.0
38.0,38000.0
215.0,165000.0
105.0,69000.0
90.0,65000.0
75.0,56000.0
125.0,130000.0
75.0,91000.0
80.0,88000.0
75.0,80000.0
80.0,48000.0
53.0,54000.0
140.0,140000.0
120.0,115000.0
70.0,56000.0
150.0,64000.0
86.0,63000.0
93.0,33776.0
110.0,88000.0
65.0,75500.0
51.0,50000.0
60.0,44500.0
95.0,40858.0
80.0,36000.0
68.0,42000.0
86.0,93000.0
101.0,86000.0
60.0,71000.0
40.0,62500.0
70.0,47000.0
125.0,110000.0
44.0,27000.0
60.0,49999.0
94.0,65000.0
90.0,78000.0
74.0,64000.0
70.0,32500.0
100.0,88000.0
38.51,21000.0
50.0,26500.0
86.0,74000.0
116.0,88000.0
51.0,25500.0
76.0,43500.0
34.0,20500.0
70.0,36000.0
28.0,23000.0
52.0,32500.0
72.0,58500.0
110.0,158000.0
58.0,31000.0
113.0,70000.0
50.0,60000.0
62.0,33500.0
43.0,31000.0
34.0,24500.0
80.0,70000.0
75.0,53000.0
67.0,60000.0
35.0,32500.0
88.0,105000.0
80.0,45000.0
105.0,95000.0
90.0,45000.0
91.0,49000.0
95.0,50000.0
24.0,20000.0
85.0,74000.0
92.0,62000.0
44.0,27000.0
62.0,37000.0
55.0,51000.0
62.0,53000.0
67.0,35500.0
64.0,38000.0
42.0,60000.0
100.0,145000.0
63.0,33000.0
40.0,32500.0
40.0,32500.0
18.0,12000.0
100.0,95000.0
41.0,31000.0
39.0,26000.0
24.0,13500.0
33.0,25500.0
45.0,33505.0
116.0,88000.0
60.0,46000.0
42.0,23500.0
43.0,25500.0
54.0,29500.0
64.0,42000.0
96.0,84000.0
30.0,24500.0
110.0,71800.0
36.0,37000.0
100.0,130000.0
50.0,37000.0
65.0,37000.0
88.0,55000.0
64.0,34000.0
100.0,105000.0
69.0,47000.0
59.0,44000.0
62.0,37000.0
36.0,29500.0
51.0,33500.0
38.0,37000.0
59.0,33500.0
42.0,34500.0
45.0,40000.0
52.0,87000.0
53.0,36500.0
120.0,145000.0
106.0,138000.0
42.0,37000.0
100.0,60000.0
40.0,27500.0
105.0,172000.0
70.0,64500.0
98.0,64000.0
56.0,37000.0
50.0,38500.0
74.0,50000.0
131.0,85000.0
60.0,53000.0
147.0,136500.0
42.0,25000.0
65.0,41500.0
42.0,25500.0
74.0,58000.0
58.0,33800.0
50.0,36500.0
90.0,39500.0
62.0,57000.0
64.0,65000.0
67.0,35500.0
120.0,135000.0
54.0,37000.0
63.0,43500.0
55.0,37000.0
60.0,37000.0
48.0,37500.0
60.0,75000.0
47.0,46500.0
40.0,40000.0
55.0,31500.0
50.0,32000.0
55.0,32000.0
60.0,42000.0
24.0,15000.0
81.0,61500.0
65.0,60000.0
52.0,38500.0
113.0,80000.0
60.0,39000.0
51.0,36500.0
50.0,36500.0
130.0,105000.0
55.0,33000.0
113.0,65000.0
50.0,42000.0
51.0,39500.0
100.0,68000.0
54.0,35000.0
75.0,67000.0
48.0,39000.0
125.0,82000.0
53.0,39000.0
60.0,55000.0
53.0,43000.0
160.0,105000.0
42.0,39000.0
40.0,40000.0
55.0,40000.0
50.0,47000.0
50.0,41000.0
30.0,25700.0
26.0,22500.0
52.0,36500.0
80.0,110000.0
40.0,26500.0
40.0,25000.0
100.0,76000.0
50.0,42000.0
52.0,41000.0
65.0,66000.0
140.0,105000.0
48.0,42000.0
45.0,42000.0
74.0,65000.0
55.0,44000.0
40.0,24000.0
36.0,25000.0
18.0,12000.0
31.0,20000.0
72.0,75000.0
75.0,107000.0
43.0,38000.0
279.0,150000.0
52.0,57000.0
50.0,45000.0
53.0,46000.0
85.0,78000.0
55.0,146000.0
80.0,72000.0
75.0,55000.0
43.0,47500.0
75.0,95000.0
110.0,105000.0
86.0,89000.0
69.0,47000.0
70.0,57000.0
60.0,45000.0
80.0,78000.0
100.0,68000.0
68.0,47000.0
66.0,47000.0
110.0,83000.0
75.0,82000.0
50.0,47000.0
56.0,47000.0
145.0,120000.0
60.0,48000.0
51.0,49500.0
65.0,75000.0
51.0,51000.0
75.0,90000.0
80.0,88000.0
65.0,55000.0
65.0,68000.0
75.0,55000.0
42.0,50000.0
42.0,46000.0
68.0,44000.0
120.0,130000.0
65.0,71000.0
95.0,91000.0
100.0,98000.0
50.0,47000.0
30.0,33500.0
50.0,52000.0
120.0,95000.0
65.0,68000.0
70.0,75000.0
52.0,40000.0
80.0,90000.0
75.0,69000.0
131.0,125000.0
62.0,73000.0
86.0,89000.0
61.0,54000.0
50.0,33500.0
130.0,110000.0
64.0,34000.0
90.0,42000.0
33.0,23000.0
51.0,35000.0
19.0,20500.0
38.0,35500.0
30.0,23500.0
52.0,31000.0
52.0,54000.0
57.0,54998.0
58.0,39000.0
100.0,48000.0
60.0,38500.0
52.0,32000.0
39.0,26700.0
93.0,56000.0
63.0,45000.0
27.0,19500.0
3.0,50000.0
70.0,57000.0
63.0,46000.0
23.0,17500.0
75.0,65000.0
80.0,92000.0
28.0,26500.0
90.0,45000.0
50.0,48000.0
79.0,74000.0
110.0,135000.0
76.0,63000.0
110.0,85000.0
87.0,43000.0
108.0,46500.0
150.0,145000.0
65.0,48500.0
43.0,36000.0
40.0,30000.0
100.0,90000.0
105.0,93000.0
43.0,38500.0
53.0,23500.0
80.0,80000.0
59.0,25000.0
75.0,47000.0
42.0,22800.0
83.0,110000.0
80.0,53000.0
60.0,32000.0
60.0,35000.0
25.0,23501.0
60.0,42000.0
73.0,35200.0
190.0,200000.0
100.0,120000.0
46.0,24500.0
60.0,33200.0
80.0,90000.0
70.0,55000.0
90.0,120000.0
70.0,45000.0
80.0,95000.0
80.0,80000.0
103.0,103000.0
63.0,76000.0
39.0,26500.0
64.0,42000.0
67.0,47000.0
67.0,52000.0
105.0,135000.0
107.0,75000.0
60.0,55000.0
52.0,40500.0
67.0,46000.0
70.0,70000.0
65.0,45500.0
48.0,39000.0
70.0,61000.0
75.0,60000.0
150.0,120000.0
80.0,65000.0
92.0,123000.0
96.0,51999.0
80.0,95000.0
50.0,39000.0
52.0,40500.0
96.0,110000.0
52.0,36000.0
140.0,121861.0
135.0,129000.0
76.0,60000.0
153.0,112000.0
107.0,84000.0
41.0,35000.0
210.0,85000.0
79.0,62000.0
44.0,24000.0
96.0,67000.0
72.0,45500.0
45.0,35000.0
135.0,160000.0
75.0,72000.0
45.0,56000.0
52.0,54000.0
57.0,55000.0
57.0,55000.0
48.0,34000.0
46.0,60000.0
118.0,72000.0
58.0,68000.0
82.0,47500.0
62.0,53000.0
51.0,56000.0
58.0,57997.0
50.0,59000.0
105.0,110000.0
65.0,36500.0
96.0,63000.0
90.0,105000.0
60.0,48000.0
70.0,47500.0
60.0,60000.0
72.0,64000.0
75.0,74000.0
54.0,65000.0
30.0,29000.0
59.0,65000.0
33.0,29000.0
61.0,67000.0
55.0,67000.0
52.0,33000.0
54.0,69000.0
70.0,48000.0
100.0,60000.0
65.0,46600.0
70.0,40000.0
82.0,46500.0
189.0,142500.0
54.0,36000.0
74.0,46500.0
71.0,60000.0
63.0,72500.0
42.16,29000.0
54.0,38000.0
54.0,40000.0
70.0,69000.0
90.0,90000.0
75.0,67000.0
68.0,30000.0
63.0,30000.0
58.0,60000.0
60.0,74500.0
77.0,87500.0
56.0,47000.0
80.0,53500.0
72.0,40000.0
90.0,58000.0
60.0,48500.0
60.0,48500.0
80.0,70000.0
74.0,55000.0
52.0,45000.0
55.0,60000.0
66.0,72000.0
52.0,54000.0
56.0,62000.0
65.0,67998.0
65.0,62000.0
60.0,70000.0
40.0,50000.0
50.0,56000.0
40.0,40000.0
60.0,65000.0
69.0,54000.0
67.0,57000.0
104.0,130000.0
45.0,50000.0
47.0,34500.0
82.0,67000.0
56.0,32000.0
70.0,47400.0
52.0,54000.0
40.0,31000.0
75.0,90000.0
52.0,36500.0
48.0,42000.0
83.0,90999.0
84.0,107000.0
75.0,69000.0
112.0,130000.0
73.0,110000.0
74.0,93000.0
100.0,89000.0
84.0,91998.0
70.0,50000.0
75.0,73000.0
54.0,50000.0
96.0,93000.0
49.0,34500.0
36.0,32000.0
62.0,42200.0
46.0,28500.0
85.0,75000.0
52.0,37000.0
70.0,41000.0
42.0,37000.0
68.0,44000.0
90.0,58000.0
52.0,41000.0
42.0,30000.0
80.0,59000.0
225.0,190000.0
90.0,90000.0
66.0,63000.0
30.0,28000.0
70.0,58000.0
44.9,19335.0
82.0,85500.0
84.0,55000.0
72.5,47000.0
36.0,28500.0
84.0,45000.0
65.0,36000.0
40.0,20500.0
58.0,33500.0
46.0,28000.0
65.0,43500.0
68.0,44000.0
45.0,25800.0
87.27,75000.0
78.0,45000.0
50.0,35000.0
60.0,61000.0
45.0,26000.0
60.0,55000.0
93.0,95000.0
53.0,29000.0
54.0,35000.0
50.0,34500.0
62.0,38000.0
42.0,50000.0
161.0,155000.0
58.0,28200.0
21.0,21000.0
46.0,29000.0
45.0,59000.0
82.96,53000.0
75.0,115000.0
72.0,46000.0
80.0,79900.0
85.0,87000.0
58.0,47000.0
73.0,37000.0
58.0,33000.0
60.0,35000.0
85.0,63000.0
50.0,35500.0
100.0,76000.0
70.0,44000.0
64.0,38000.0
72.0,41500.0
32.0,29900.0
145.0,160000.0
92.0,60000.0
62.0,35000.0
92.0,68000.0
60.0,52000.0
94.0,96000.0
62.0,28000.0
100.0,84500.0
90.0,48500.0
110.0,63000.0
111.0,139500.0
80.0,32000.0
65.0,64000.0
70.0,33000.0
65.0,30000.0
60.0,34700.0
37.0,17700.0
90.0,45000.0
47.0,27500.0
70.0,42000.0
93.0,57000.0
66.0,33500.0
42.0,32000.0
147.0,132000.0
68.0,35000.0
32.0,17500.0
18.0,14000.0
70.0,42900.0
20.0,12498.0
17.0,17000.0
14.0,10600.0
20.0,14000.0
80.0,47500.0
40.0,26000.0
18.0,12300.0
18.0,12500.0
51.0,35999.0
75.0,56001.0
110.0,85000.0
100.0,75000.0
45.0,34800.0
71.0,48600.0
54.0,34000.0
54.0,34000.0
96.0,65000.0
56.0,42000.0
43.0,27000.0
100.0,70000.0
77.32,55000.0
67.53,33000.0
113.0,67500.0
60.0,39000.0
60.0,34000.0
42.0,28500.0
58.0,33000.0
46.0,25000.0
45.0,23000.0
52.0,41000.0
91.0,120000.0
54.0,34000.0
48.0,41500.0
43.31,45000.0
54.0,41500.0
24.0,29000.0
130.0,107000.0
33.0,31000.0
33.0,31000.0
100.0,58000.0
84.0,56000.0
116.0,155000.0
50.0,33000.0
60.0,36000.0
40.0,34000.0
56.0,32000.0
62.5,36500.0
42.0,33500.0
173.0,135000.0
46.23,37000.0
188.0,160000.0
58.0,46000.0
75.0,55000.0
45.0,31000.0
78.0,52000.0
57.0,39000.0
54.0,37000.0
75.0,45000.0
92.0,57000.0
64.0,49500.0
69.0,55500.0
75.0,51500.0
80.0,55000.0
95.0,55000.0
75.0,43999.0
90.0,96000.0
100.0,105000.0
72.0,43000.0
140.0,98000.0
50.0,38500.0
103.0,160000.0
78.0,38000.0
56.0,40000.0
48.0,25500.0
72.0,56000.0
70.0,66000.0
76.0,79999.0
42.0,22000.0
117.0,136000.0
77.0,51000.0
62.0,28000.0
80.0,45000.0
72.0,47000.0
100.0,105000.0
67.0,42200.0
62.0,36000.0
150.0,112000.0
60.0,34000.0
66.0,67000.0
97.53,50000.0
95.0,50000.0
75.0,67000.0
90.0,42500.0
92.0,62000.0
48.0,50000.0
86.0,38499.0
40.0,45500.0
100.0,46000.0
40.0,45500.0
53.0,45500.0
50.0,46500.0
40.0,47000.0
64.0,35500.0
43.0,47500.0
70.0,37000.0
94.0,67000.0
47.0,44000.0
100.0,48000.0
60.0,43500.0
78.0,51500.0
55.47,38000.0
60.0,55000.0
54.0,35000.0
100.0,45000.0
214.0,100000.0
160.0,180000.0
72.0,57700.0
57.0,29500.0
60.0,38000.0
141.0,87500.0
50.0,33500.0
63.0,36000.0
84.0,69999.0
58.5,23400.0
38.0,23000.0
38.0,26000.0
121.0,140000.0
30.0,23000.0
112.0,94000.0
78.0,49000.0
36.0,25000.0
78.0,85000.0
100.0,105000.0
50.0,52000.0
75.0,38000.0
73.0,48000.0
86.0,68000.0
50.0,41000.0
60.0,38000.0
100.0,15000.0
53.0,44000.0
72.0,63000.0
40.0,25500.0
100.0,90000.0
38.0,25500.0
80.0,50000.0
150.0,108000.0
56.0,37000.0
55.0,31500.0
80.0,58000.0
65.0,39500.0
200.0,128000.0
70.0,64000.0
68.0,55000.0
108.0,54000.0
110.0,110000.0
70.0,50000.0
60.0,42000.0
65.0,31500.0
75.0,86000.0
96.0,75000.0
67.0,40000.0
83.0,77000.0
58.0,42000.0
37.0,26000.0
112.0,90000.0
85.0,82999.0
98.0,71000.0
63.0,50000.0
47.0,33000.0
39.0,23000.0
60.0,50000.0
22.0,15000.0
100.0,44000.0
78.0,76000.0
40.0,30500.0
67.0,45000.0
70.0,58500.0
91.0,52500.0
76.0,51000.0
63.0,35500.0
70.0,63000.0
70.0,40000.0
208.0,208000.0
65.0,51000.0
86.0,78000.0
115.0,87000.0
100.0,110000.0
50.0,35500.0
58.0,45500.0
91.0,37000.0
93.0,50562.0
80.0,39000.0
50.0,30000.0
40.0,26000.0
60.0,36000.0
45.0,36000.0
74.0,40500.0
40.0,31500.0
80.0,80000.0
34.0,22000.0
67.0,46000.0
115.0,89000.0
111.0,85000.0
48.0,35000.0
78.0,39000.0
68.0,45000.0
75.0,80000.0
44.0,31000.0
90.0,55000.0
60.0,34000.0
43.0,30500.0
45.0,28500.0
70.0,41000.0
72.0,45000.0
70.0,52000.0
68.0,53000.0
42.0,31000.0
30.0,28500.0
95.0,50000.0
28.0,25000.0
52.0,33000.0
43.0,28500.0
100.0,53000.0
50.0,35000.0
50.0,32000.0
58.0,34000.0
55.0,35000.0
78.0,43000.0
50.0,33500.0
85.0,57000.0
78.0,43000.0
50.0,35500.0
76.0,41000.0
100.0,53000.0
86.0,55000.0
85.0,90000.0
54.0,29000.0
57.0,24000.0
93.0,56700.0
110.0,68000.0
45.0,37000.0
54.0,35500.0
60.0,42000.0
78.0,45000.0
85.0,85000.0
100.0,60000.0
78.0,59500.0
78.0,49994.0
38.0,48499.0
60.0,50000.0
50.0,51500.0
62.0,52000.0
61.0,56500.0
45.0,57000.0
77.0,65500.0
68.0,68000.0
73.0,68000.0
60.0,70500.0
83.0,71000.0
87.0,72500.0
80.0,72500.0
70.0,72500.0
90.0,78000.0
88.0,78000.0
73.0,78000.0
82.0,81000.0
42.0,81000.0
100.0,84000.0
110.0,88000.0
80.0,111000.0
80.0,94000.0
90.0,50000.0
75.0,40000.0
70.0,46500.0
65.0,38500.0
100.0,48000.0
53.0,41500.0
80.0,62000.0
63.0,39500.0
56.0,38500.0
70.0,37000.0
45.0,35000.0
70.0,46200.0
92.0,41500.0
80.0,86000.0
52.0,35000.0
100.0,110000.0
97.0,155000.0
29.0,30000.0
115.0,160000.0
120.0,100000.0
60.0,102000.0
112.0,87000.0
96.0,110000.0
56.0,35000.0
33.0,24300.0
29.0,30000.0
60.0,28000.0
45.0,37000.0
42.0,45000.0
65.0,80000.0
80.0,52000.0
65.0,65000.0
96.0,65000.0
60.0,70000.0
50.0,37500.0
200.0,195000.0
61.0,52000.0
74.0,43200.0
96.0,85000.0
90.0,63000.0
52.0,41000.0
140.0,120000.0
52.0,40000.0
97.0,130000.0
180.0,210000.0
45.0,37500.0
80.0,80000.0
56.0,44500.0
40.0,59500.0
50.0,42500.0
70.0,43000.0
29.0,26500.0
62.0,47000.0
75.0,65000.0
87.0,39150.0
64.0,42200.0
67.0,46000.0
119.0,84500.0
75.0,69000.0
84.0,33600.0
97.0,130000.0
180.0,210000.0
45.0,37500.0
80.0,80000.0
56.0,44500.0
40.0,59500.0
50.0,42500.0
70.0,43000.0
29.0,26500.0
62.0,47000.0
75.0,65000.0
87.0,39150.0
64.0,42200.0
67.0,46000.0
119.0,84500.0
75.0,69000.0
84.0,33600.0
96.0,51000.0
60.0,63000.0
111.0,80000.0
102.0,74970.0
75.0,36000.0
110.0,100000.0
68.0,68000.0
107.0,60000.0
100.0,50000.0
78.0,49200.0
98.0,60700.0
43.0,24000.0
92.0,60000.0
86.0,44000.0
60.0,47000.0
132.0,87000.0
48.0,29500.0
90.0,52000.0
68.0,37500.0
48.0,40000.0
64.0,57000.0
92.0,98000.0
90.0,89999.0
88.0,45000.0
83.0,83000.0
38.0,22000.0
68.0,44000.0
95.0,70000.0
70.0,79000.0
68.0,55000.0
50.0,38500.0
100.0,55000.0
95.0,62000.0
60.0,35000.0
70.0,60000.0
48.0,31000.0
110.0,110000.0
78.0,120000.0
100.0,130000.0
96.0,83000.0
72.0,65000.0
90.0,58000.0
95.0,62000.0
170.0,95000.0
78.0,75000.0
100.0,100000.0
120.0,90000.0
200.0,125000.0
90.0,96000.0
125.0,105000.0
75.0,79000.0
140.0,130000.0
100.0,145000.0
80.0,55000.0
68.0,70000.0
94.0,85000.0
74.0,48000.0
55.0,47000.0
90.0,105000.0
85.0,61000.0
80.0,75000.0
79.0,60000.0
70.0,75000.0
120.0,118000.0
69.0,45000.0
120.0,88000.0
46.0,45000.0
55.0,35000.0
60.0,36000.0
60.0,32900.0
120.0,120000.0
96.0,105000.0
100.0,63000.0
35.0,18500.0
105.0,70000.0
18.0,11000.0
94.0,66000.0
55.0,35000.0
75.0,41500.0
64.0,65000.0
100.0,128000.0
105.0,95000.0
77.0,85000.0
80.0,45000.0
54.0,46500.0
72.0,34500.0
52.0,42000.0
53.0,37000.0
50.0,46500.0
30.0,31500.0
75.0,68000.0
65.0,60000.0
47.0,41000.0
70.0,42500.0
51.0,45000.0
51.0,47000.0
100.0,71000.0
43.5,28700.0
60.0,47000.0
82.0,55000.0
45.0,27500.0
54.0,30000.0
58.0,36000.0
47.0,36500.0
60.0,37500.0
65.0,42000.0
85.0,74000.0
74.0,50000.0
50.0,22907.0
48.0,37000.0
68.0,57000.0
84.0,75000.0
92.0,130000.0
51.0,50000.0
35.0,34500.0
83.0,83000.0
36.0,26500.0
42.0,25000.0
50.0,34500.0
35.0,24500.0
50.0,35000.0
90.0,48500.0
106.0,106000.0
78.0,38000.0
200.0,102000.0
50.0,31500.0
45.0,29500.0
68.0,49500.0
48.0,34500.0
80.0,68000.0
68.0,31000.0
67.68,47000.0
14.0,8000.0
75.0,103000.0
38.0,36000.0
68.0,44000.0
60.0,45000.0
70.0,75000.0
73.0,62000.0
65.0,60000.0
39.0,26700.0
140.0,102000.0
60.0,52000.0
62.0,53500.0
75.0,80000.0
110.0,85000.0
80.0,49000.0
60.0,38000.0
70.0,55000.0
62.0,55000.0
70.0,40000.0
55.0,32500.0
90.0,85000.0
136.0,130000.0
72.0,65000.0
75.0,63000.0
54.0,32500.0
55.0,33500.0
45.0,29000.0
54.0,33000.0
38.0,27500.0
108.0,90000.0
60.0,38500.0
65.0,37000.0
150.0,150000.0
30.0,48000.0
85.0,80000.0
50.0,44000.0
84.0,41000.0
62.0,41000.0
60.0,32000.0
60.0,45000.0
60.0,31501.0
60.0,39500.0
90.0,42000.0
30.0,24000.0
23.0,22500.0
114.0,40000.0
40.0,25000.0
54.0,41500.0
75.0,60000.0
78.0,62000.0
120.0,135000.0
40.0,36500.0
65.0,74000.0
60.0,41500.0
65.0,89000.0
60.0,69000.0
125.0,150000.0
200.0,125000.0
160.0,195000.0
160.0,160000.0
47.0,30000.0
70.0,67000.0
80.0,42000.0
88.0,49000.0
116.0,73000.0
93.0,88000.0
70.0,46500.0
50.0,35000.0
77.0,43998.0
55.0,31500.0
49.0,37000.0
60.0,44500.0
64.0,47000.0
43.0,47500.0
56.0,35000.0
72.0,55000.0
100.0,75000.0
